z_dwt_norm_-8,z_dwt_norm_-7,z_dwt_norm_-6,xy_e_freq_m_1.25,z_dwt_norm_-5,z_dwt_norm_-9,z_dwt_norm_-0,z_dwt_ar_-7,z_dwt_ar_-6,z_dwt_ar_-9,z_dwt_ar_-8,z_dwt_norm_-4,z_dwt_ar_-3,t_freq_m_3.75,z_dwt_norm_-3,z_dwt_ar_-2,z_dwt_norm_-2,z_dwt_ar_-5,z_dwt_norm_-1,z_dwt_ar_-4,t_freq_e_3.75,z_dwt_ar_-0,z_freq_m_2.50,z_dwt_ar_-1,z_freq_e_3.75,xy_e_freq_e_0.00,t_freq_m_0.00,z_mean,z_e_stddev,xy_e_freq_e_3.75,z_freq_e_2.50,z_freq_m_0.00,xy_e_stddev,z_freq_m_3.75,t_freq_m_2.50,z_peak_stddev,xy_e_freq_p3,mcr_t,z_freq_e_1.25,xy_e_freq_p4,z_peak_mean,xy_e_freq_p1,xy_e_freq_p2,mcr_z,zcr_z,t_freq_m_1.25,t_freq_e_1.25,t_freq_e_0.00,t_mean,xy_e_freq_m_2.50,t_stddev,xy_e_mean,z_peak_d_stddev,z_kurt,z_freq_m_1.25,t_freq_p1,t_freq_p3,t_freq_p2,xy_e_freq_e_1.25,z_e_mean,angle_mean,t_freq_e_2.50,xy_e_freq_m_0.00,z_freq_e_0.00,angle_stddev,corr_z_e_xy_e,xy_e_freq_e_2.50,t_freq_p4,xy_e_freq_m_3.75,z_dwt_avg_-5,z_dwt_avg_-6,z_freq_p4,z_dwt_avg_-7,z_freq_p3,z_dwt_avg_-8,z_freq_p2,z_dwt_avg_-9,z_freq_p1,z_dwt_avg_-0,z_dwt_avg_-1,corr_z_xy_e,z_dwt_avg_-2,z_peak_d_mean,z_dwt_avg_-3,z_dwt_avg_-4,z_stddev,label
0.0,0.02002786306859866,0.07655395669504356,1.0516869172648893,0.1954990092363102,0.0,0.015623251760824868,1.0000000000000002,0.9799721369314015,0.0,0.0,0.473087880321396,0.23483129067865172,1.088704509712773,0.18005068855904377,0.05478060211960796,0.02048997786653764,0.903418180236358,0.018667372492245447,0.7079191710000478,0.04982321246277472,0.015623251760824868,2.075919968655835,0.03429062425307031,0.007726959902362691,0.8138271690870366,8.292310984036446,0.3269566915644949,18.072550517317907,0.07000215650083744,0.10366613020927795,4.804422313729267,2.6248464119427184,0.5037466687195765,1.088704509712773,0.9759196314071455,2.9880478087649402,36,0.48016483938993637,3.9840637450199203,7.912291503004376,0.9960159362549801,1.9920318725099602,20,20,0.7260874625968868,0.01642041906117718,0.887171260329806,4.146155492018223,1.4046259138257757,1.924533825680107,3.8551178027649273,0.03479951856985128,-0.82809289025167,4.804422313729267,0.9960159362549801,2.9880478087649402,1.9920318725099602,0.04324339879268382,17.024561710816503,0.028941653447413392,0.046585108146242116,7.710235605529857,0.40844207049842307,0.023333182528961455,-0.2043737834679858,0.07292727561944219,3.9840637450199203,1.4046259138257757,-0.16300847371391133,-0.047258038146958295,0.0,-0.01598722364872023,0.0,0.0,2.9880478087649402,0.0,1.9920318725099602,6.038910229884847,6.601071773963389,0.2614444642321044,-2.7843805426868258,0.9780375163333334,3.4910649209985958,5.981770746386192,4.121326446277742,Trapaf
0.0,0.01934842115519862,0.07311224229273522,3.35156555344868,0.2519288775410863,0.0,6.552812069636855E-5,0.9999999999999999,0.9806515788448013,0.0,0.0,0.4197051174663407,0.23590534154463896,0.5068878078315814,0.16765585040505046,0.06824949113958849,0.039676901765375715,0.9075393365520661,0.028507061253516406,0.6556104590109797,0.015360774466703838,6.552812069636855E-5,1.24496432729124,0.028572589374212774,0.026230108324276413,0.6704490397306607,8.425200835804286,0.15737795275216465,12.538351670051249,0.10532362294911199,0.08293370643588793,4.144512589404942,6.5643550454905855,0.7918102468187889,0.5235992712282889,0.621643399301357,3.0120481927710845,26,0.46287983776444486,4.016064257028113,5.419091488143658,1.0040160642570282,2.0080321285140563,20,20,0.8994695594893868,0.023814850243091094,0.9423447211816574,4.212600417902144,4.23136424704085,1.5275484328194104,7.408201079041062,0.035150745186631666,-1.068461786705903,4.144512589404942,1.0040160642570282,3.0120481927710845,2.0080321285140563,0.09599919063676625,12.661834315213795,0.030327448222355124,0.018479654108547756,14.816402158082118,0.4279563474753908,0.01866186850055559,-0.1869855802747743,0.1282281466834609,4.016064257028113,4.23136424704085,-0.030321537048997815,-0.005258733153830034,0.0,-0.0014777776081815568,0.0,0.0,3.0120481927710845,0.0,2.0080321285140563,0.32790650277955535,6.839311704895748,0.06512274106946091,-0.8671284892025155,1.0271911253333335,0.9403278639814017,-2.210499872639013,3.562025043214666,Trapaf
0.01917103090185409,0.0732225555671218,0.23066876063292277,1.8369395419058958,0.4623023228246217,0.0,0.0066665979047413225,0.9808289690981461,0.9076064135310242,0.0,1.0000000000000002,0.1712734098318568,0.04336192024162292,1.24468351123987,0.019141437072153007,0.02422048316946991,0.016939549058219282,0.6769376528981015,6.143362065093073E-4,0.21463533007347974,0.04555049944069318,0.0066665979047413225,2.150195719462913,0.0072809341112506296,0.0031871927787136965,0.8006991924839177,8.110955496887133,0.3343622016880613,14.906469240254678,0.06842773115770398,0.08801063862869045,4.809584832444229,3.8380637318784796,0.3921546170823968,1.24468351123987,0.4968876007600336,4.0,45,0.4885100583664958,6.0,6.994946700987811,1.0,2.0,23,23,0.6528404371549463,0.011816163255723927,0.9146248371116206,4.055477748443569,1.8962597455670434,1.6970296450866549,4.39162379690026,0.02790076189785414,-0.9908326542045622,4.809584832444229,1.0,3.0,2.0,0.06568775783952362,14.925585888802573,0.028347890106412248,0.028008500191962278,8.783247593800517,0.4202921102261,0.02460807385581028,-0.053045457803621965,0.0651853185188547,4.0,1.8962597455670434,3.8480869294721014,0.15729939427278752,0.0,0.049727778001467805,0.0,0.017134700969680804,3.0,0.0,2.0,5.0958494415993565,1.5469187846289334,0.2541600452857803,-5.508000636400068,1.00138855,1.5242655084408907,-0.7023482895450782,3.855299242304103,Trapaf
0.0,0.016306484083258816,0.062347156163567764,1.5878645411306829,0.18269378485628054,0.0,0.01960599139615592,1.0,0.9836935159167411,0.0,0.0,0.45582366840192173,0.28282890649497106,0.7360355984502033,0.24378777290367054,0.03904113359130049,0.01928671185062458,0.9213463597531734,1.4843034451998883E-4,0.7386525748968927,0.02705897153072111,0.01960599139615592,1.366011231446569,0.01975442174067591,0.01460649295760291,0.6656063325766911,6.928104607061256,0.20443452028127343,11.478166760284566,0.11276227492979565,0.0816066911521749,3.2958691273041927,3.254732603916929,0.7581362452253174,0.8305575450403374,0.421222736111119,3.8,30,0.46846895377095676,4.6,6.038285704578748,1.8,2.8,18,19,0.8305575450403374,0.03424847074219684,0.8946319826788671,3.4640523035306283,1.8406069700105614,1.5411493925633246,3.361063765867892,0.020424423559136897,-0.922306985922213,3.2958691273041927,1.0,2.8,1.8,0.113947078829824,11.004235480125462,0.027463510975012855,0.04406057504821478,6.722127531735781,0.4353178621192653,0.02118171551836228,-0.19629729728625564,0.10768431366368918,3.8,1.8406069700105614,-0.02976674705821966,-0.006420011802916577,0.0,-0.0019799177191518903,0.0,0.0,2.8,0.0,1.8,5.451486728169358,0.47433143034282654,0.0882556053205042,2.6259170749200664,1.0577697753333333,-0.7680638963634112,-1.6569234380476825,3.317599716445168,Trapaf
0.0,0.016733591739191513,0.06381364079656646,1.80742892717876,0.2189153781378684,0.0,0.006941510316498376,0.9999999999999999,0.9832664082608084,0.0,0.0,0.45933893692994576,0.2411984523964277,0.852340884323364,0.20026541653777621,0.04093303585865148,0.01246400347871623,0.9194527674642419,0.021527522063436878,0.7005373893263734,0.03108689786723188,0.006941510316498376,1.6840483612761434,0.02846903237993525,0.008723475640604954,0.7956663547079692,7.73091858735945,0.19991106335649855,15.020744757779498,0.06481013137775465,0.0978958804050233,4.0783136133932185,3.038930352905551,0.5423591105475886,0.9736074361206948,0.1740135660897748,5.721393034825871,25,0.46837449107850404,6.7164179104477615,6.312129242767345,1.7412935323383085,3.9800995024875623,15,15,0.9736074361206948,0.03599218409953939,0.8816684110606672,3.865459293679729,1.0932808598860848,1.792634042214398,3.883435710914259,0.041885200775901514,-0.9016938297145773,4.0783136133932185,0.9950248756218906,4.72636815920398,3.7313432835820897,0.09231673899218913,14.255888904166708,0.02643711065540211,0.0512525069725615,7.766871421828519,0.4250061528758678,0.02088610053528664,0.04696245058219739,0.04720677492208699,0.0,1.4162733005878283,-0.1839375201345297,-0.0687860810666612,0.0,-0.02445204202147971,0.0,0.0,2.985074626865672,0.0,1.9900497512437811,3.766814100361538,-6.63352273961746,0.3185958311084303,2.9293024573925432,1.0283355715,-0.43477501437649924,-3.602651778939103,3.77981535174259,Trapaf
0.0,0.018086518266123047,0.06839835445854571,3.8577700954710035,0.23581474814554887,0.0,0.006097093934078009,0.9999999999999999,0.9819134817338768,0.0,0.0,0.3751755976245235,0.3025247815052588,0.4525415048514956,0.2860317828773186,0.01649299862794016,0.010129030057346857,0.9135151272753311,2.668746365152934E-4,0.6777003791297822,0.01393028506301003,0.006097093934078009,1.3054201971266581,0.006363968570593302,0.005350908287021924,0.6502403266700595,6.998718811389053,0.17494563942788866,9.105821663450403,0.061594150422681807,0.11389895072563012,3.2782775191476343,6.1707591696787505,0.284749998880383,0.7694677875810317,0.20262873800345274,2.690582959641256,23,0.47516282479735716,3.587443946188341,4.802943951599851,0.8968609865470852,1.7937219730941705,15,17,1.2350357854355962,0.049559595894708625,0.9112017214575012,3.4993594056945265,3.8577700954710035,1.4911995697805849,6.021313235390183,0.04268381636696175,-0.9155610584596681,3.2782775191476343,0.8968609865470852,2.690582959641256,1.7937219730941705,0.15999162421716823,8.437907529787118,0.029519364653694757,0.02530839758478018,12.04262647078036,0.4055873161899907,0.024520912640106998,0.036388558496930436,0.12817389869009052,3.587443946188341,1.937471964605131,0.008566150682508905,-9.087409972815888E-4,0.0,-5.646903462044875E-4,3.587443946188341,0.0,1.7937219730941705,0.0,0.8968609865470852,-2.3867668955409886,0.4993467331858772,0.08851426014386084,2.1313916453957873,1.097717376,-3.733255904164454,-0.4946862268410383,2.906057859153642,Trapaf
0.0,0.017396631038470705,0.06601097037688997,2.8499791687672933,0.19087767565477184,0.0,0.0031087528688830256,0.9999999999999999,0.9826033689615292,0.0,0.0,0.46956129520766227,0.2561534277222052,0.415538448589121,0.189961774998574,0.06619165272363121,0.06306498615598438,0.9165923985846393,1.7913698763818125E-5,0.7257147229298674,0.012281622217152795,0.0031087528688830256,1.0198249894357783,0.0031266665676468438,0.0038837434645965967,0.721134370025949,6.47493158053717,0.22023905702663524,7.229140362655454,0.13077177237046045,0.10710966522583845,2.167176820187841,6.1674942479336305,0.18071136949563557,0.415538448589121,0.8844013234587267,2.690582959641256,16,0.4605364953044182,5.15695067264574,4.72093372001122,0.8968609865470852,1.7937219730941705,15,15,0.9574331513610986,0.04524848024604782,0.9283356318707982,3.2374657902685846,2.0396794582098594,1.375435807564453,6.122514997697905,0.015213227034746835,-0.7079396824530293,2.167176820187841,1.7937219730941705,4.260089686098655,3.3632286995515694,0.0913521234763417,6.242009892018283,0.03001946039379409,0.014134265666001341,12.245029995395813,0.4284700960051467,0.029860879560589016,-0.08974435746889067,0.05674173412724882,0.0,3.9679259421702238,-0.17760193133478092,-0.05968674853260936,0.0,-0.020872658743159765,0.0,0.0,3.3632286995515694,0.0,1.7937219730941705,1.6950665741951518,0.12867266437046787,0.24540843541087387,4.669444479229791,1.157516544,5.916910921762504,-1.7198718209516513,2.494274106703571,Trapaf
0.01917103090185409,0.0732225555671218,0.23066876063292277,1.8369395419058958,0.4623023228246217,0.0,0.0066665979047413225,0.9808289690981461,0.9076064135310242,0.0,1.0000000000000002,0.1712734098318568,0.04336192024162292,1.24468351123987,0.019141437072153007,0.02422048316946991,0.016939549058219282,0.6769376528981015,6.143362065093073E-4,0.21463533007347974,0.04555049944069318,0.0066665979047413225,2.150195719462913,0.0072809341112506296,0.0031871927787136965,0.8006991924839177,8.110955496887133,0.3343622016880613,14.906469240254678,0.06842773115770398,0.08801063862869045,4.809584832444229,3.8380637318784796,0.3921546170823968,1.24468351123987,0.4968876007600336,4.0,45,0.4885100583664958,6.0,6.994946700987811,1.0,2.0,23,23,0.6528404371549463,0.011816163255723927,0.9146248371116206,4.055477748443569,1.8962597455670434,1.6970296450866549,4.39162379690026,0.02790076189785414,-0.9908326542045622,4.809584832444229,1.0,3.0,2.0,0.06568775783952362,14.925585888802573,0.028347890106412248,0.028008500191962278,8.783247593800517,0.4202921102261,0.02460807385581028,-0.053045457803621965,0.0651853185188547,4.0,1.8962597455670434,3.8480869294721014,0.15729939427278752,0.0,0.049727778001467805,0.0,0.017134700969680804,3.0,0.0,2.0,5.0958494415993565,1.5469187846289334,0.2541600452857803,-5.508000636400068,1.00138855,1.5242655084408907,-0.7023482895450782,3.855299242304103,Trapaf
0.0,0.018357995848587976,0.07001900462066817,2.795138757726831,0.19416217599551097,0.0,0.0024190025360775426,0.9999999999999998,0.9816420041514118,0.0,0.0,0.658214494709085,0.059246328826147845,0.9496833297654749,0.04010678642370479,0.019139542402443043,0.0158692820559802,0.9116229995307438,8.512578103853005E-4,0.7174608235352328,0.024945089687246104,0.0024190025360775426,1.6800110569492952,0.0032702603464628433,0.006259518122581035,0.714406322154035,9.010378601903055,0.039600865174268925,15.841255378860918,0.13852062017758676,0.07333383233052479,4.854870808644872,6.862737199084061,0.534408327460935,0.9496833297654749,0.5736129805598867,0.0,20,0.4866382987595999,0.0,7.549590706179515,4.026845637583893,0.0,11,11,0.4791965795272364,0.010594997481669368,0.9458478103530117,4.505189300951529,4.689590454768462,1.6411299331628484,7.841484826311005,0.0,-0.9090199307740559,4.854870808644872,1.0067114093959733,0.0,4.026845637583893,0.042356249423863235,15.130477379643546,0.02499019118133791,0.01861210247807291,15.682969652622004,0.43376835078729425,0.018042197074689213,-0.2966514526905528,0.10471680824451496,0.0,4.689590454768462,-0.04137957972444489,-0.011276894407017804,0.0,-0.003794055237966571,0.0,0.0,0.0,0.0,2.0134228187919465,2.2562746528826407,-1.338456797063794,-0.06859352556154744,0.769348746668503,0.966705152,0.2205242280513673,4.063633651664233,3.902708227660657,Trapaf
0.0,0.022309714178362666,0.0844777371059674,4.82056116581749,0.24311665275944105,0.0,0.01273926094302039,1.0,0.9776902858216373,0.0,0.0,0.43339427954029974,0.21670161641592908,0.42048521634224884,0.17538417873933904,0.04131743767659003,0.013072900413707263,0.8932125487156699,0.015505276319862382,0.6500958959562289,0.010600481245815457,0.01273926094302039,1.5663969318720046,0.028244537262882775,0.025532299253096215,0.6302496583165069,7.075205857975525,0.034663314631642454,8.971666064140381,0.07003369649212157,0.1722632027381791,2.8205745280565293,7.516140806735805,0.8847733858349607,0.7906816543894198,0.9347724589140158,3.787878787878788,16,0.4657982572541483,5.555555555555555,3.9282034862121185,1.7676767676767677,2.7777777777777777,15,15,1.167096319461859,0.050700103093978315,0.918350490471308,3.5376029289877593,4.82056116581749,1.5647310694531456,7.033997476522733,0.1942322223268136,-0.7418980373382067,2.8205745280565293,1.7676767676767677,0.0,2.7777777777777777,0.17316319385470036,7.9166547540502705,0.030438721383187897,0.020348925188898203,14.067994953045469,0.33640624075457626,0.022167139632466543,-0.005499381457230828,0.1265534513366712,0.0,2.997739010308715,0.13912676937785423,0.036479391782440945,0.0,0.012146359226663104,0.0,0.0,2.7777777777777777,0.0,1.7676767676767677,3.5688131728759265,-3.9372360380879003,0.03681170311624946,-2.0213245691854707,0.9466451626666667,3.141572392719013,-1.0642424378698363,2.8205731995811165,Trapaf
